Flag,Phrase,FlagName,CategoryNumber,ID,RequiredFlags,IncompatibleStatus,IncompatibleUsage,RelatedFlag,RequiredDifficulty,Mandatory,CategoryName,CategoryTextTag,LayerType,ToyUsed,RequiredStatus,RequiresReadyStep,InteractionDefault,UrgeDisabled,MinimumTime,Kink,BasePleasureIntensity,LayerPleasureIntensity
AnalFingeringDepthGeneric,<b>play with</b> [ITS/YOUR/SUBNAME] <b>ass</b>,Anal Fingering,3,4,analfingering,AnalBusy,Anal,,Anal_1_0,,Depth,[INTERACTANALFINGERING],Anal,,,,Yes,,,40,-1,2
AnalFingeringVariantDefault,,Anal Fingering,4,0,analfingering,AnalBusy,,,Anal_1_0,,Variant,[INTERACTANALFINGERING],Anal,,,,Yes,,,40,-1,-1
AnalFingeringVariantStraightThrusts,by <b>thrusting</b>,Anal Fingering,4,1,analfingering,AnalBusy,Butthole,,Anal_1_0,,Variant,[INTERACTANALFINGERING],Anal,,,,Yes,,,40,-1,2
AnalFingeringVariantWaggleFingers,by <b>waggling around</b>,Anal Fingering,4,2,analfingering,AnalBusy,Fist,,Anal_1_0,,Variant,[INTERACTANALFINGERING],Anal,,,,Yes,,,40,-1,1
AnalFingeringVariantCircularMotion,using <b>circular motions</b>,Anal Fingering,4,3,analfingering,AnalBusy,,,Anal_1_0,,Variant,[INTERACTANALFINGERING],Anal,,,,,,,40,-1,1
AnalFingeringVariantCircularThrusts,using <b>circular thrusts</b>,Anal Fingering,4,4,analfingering,AnalBusy,Butthole,,Anal_1_0,,Variant,[INTERACTANALFINGERING],Anal,,,,,,,40,-1,2
AnalFingeringVariantSpreadFingers,by <b>spreading [ITSELF/YOURSELF/SUBNAME] apart</b>,Anal Fingering,4,5,analfingering,AnalBusy,,,Anal_1_0,,Variant,[INTERACTANALFINGERING],Anal,,,,,,,40,-1,-1
AnalFingeringVariantSpreadThrusts,using <b>spreading thrusts</b>,Anal Fingering,4,6,analfingering,AnalBusy,Butthole,,Anal_1_0,,Variant,[INTERACTANALFINGERING],Anal,,,,,,,40,-1,1
AnalFingeringVariantRubProstate,by <b>rubbing</b> [ITS/YOUR/SUBNAME] <b>Prostate</b>,Anal Fingering,4,7,analfingering,AnalBusy,Butthole,,Anal_1_0,,Variant,[INTERACTANALFINGERING],Anal,,,,Yes,,,40,-1,3
NippleSpeedDefault,,Nipple Stimulation,1,0,Nipple Stimulation,NipplesBusy,,,,,Speed,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,-1
NippleSpeedFast,<b>quickly</b>,Nipple Stimulation,1,1,Nipple Stimulation,NipplesBusy,,,,,Speed,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,3
NippleSpeedSlow,<b>slowly</b>,Nipple Stimulation,1,2,Nipple Stimulation,NipplesBusy,,,,,Speed,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,0
NippleVariantDefault,<b>play with</b>,Nipple Stimulation,2,0,Nipple Stimulation,NipplesBusy,,,,M,Variant,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,-1
NippleVariantTease,<b>tease</b>,Nipple Stimulation,2,1,Nipple Stimulation,NipplesBusy,,,,,Variant,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,1
NippleVariantPleasure,<b>pleasure</b>,Nipple Stimulation,2,2,Nipple Stimulation,NipplesBusy,,,,,Variant,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,1
NippleVariantRub,<b>rub</b>,Nipple Stimulation,2,3,Nipple Stimulation,NipplesBusy,,,,,Variant,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,2
NippleVariantCircle,<b>circle</b>,Nipple Stimulation,2,4,Nipple Stimulation,NipplesBusy,,,,,Variant,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,2
NippleVariantFlick,<b>flick</b>,Nipple Stimulation,2,5,Nipple Stimulation,NipplesBusy,,,,,Variant,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,1
NippleVariantPlay,<b>play with</b>,Nipple Stimulation,2,6,Nipple Stimulation,NipplesBusy,,,,,Variant,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,2
NippleLocationDefault,[ITS/YOUR/SUBNAME] <b>nipples</b>,Nipple Stimulation,3,0,Nipple Stimulation,NipplesBusy,"NipplesRight, NipplesLeft",,,M,Location,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,-1
NippleLocationRight,[ITS/YOUR/SUBNAME] <b>right nipple</b>,Nipple Stimulation,3,1,Nipple Stimulation,NipplesBusy,NipplesRight,,,,Location,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,1
NippleLocationLeft,[ITS/YOUR/SUBNAME] <b>left nipple</b>,Nipple Stimulation,3,2,Nipple Stimulation,NipplesBusy,NipplesLeft,,,,Location,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,1
NippleLocationBoth,[ITS/YOUR/SUBNAME] <b>nipples</b>,Nipple Stimulation,3,3,Nipple Stimulation,NipplesBusy,"NipplesRight, NipplesLeft",,,,Location,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,2
NippleForceDefault,,Nipple Stimulation,4,0,Nipple Stimulation,NipplesBusy,,,,,Pressure,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,-1
NippleForceLight,<b>lightly</b>,Nipple Stimulation,4,1,Nipple Stimulation,NipplesBusy,,,,,Pressure,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,0
NippleForceHard,<b>firmly</b>,Nipple Stimulation,4,2,Nipple Stimulation,NipplesBusy,,,,,Pressure,[INTERACTNIPPLESTIMULATION],Nipples,,,,Yes,,,20,-1,3
BreastSpeedDefault,,Breast Stimulation,1,0,Breast Stimulation,BreastsBusy,,,,,Speed,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,-1
BreastSpeedFast,<b>quickly</b>,Breast Stimulation,1,1,Breast Stimulation,BreastsBusy,,,,,Speed,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,3
BreastSpeedSlow,<b>slowly</b>,Breast Stimulation,1,2,Breast Stimulation,BreastsBusy,,,,,Speed,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,0
BreastVariantDefault,<b>play with</b>,Breast Stimulation,2,0,Breast Stimulation,BreastsBusy,,,,M,Variant,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,-1
BreastVariantTease,<b>tease</b>,Breast Stimulation,2,1,Breast Stimulation,BreastsBusy,,,,,Variant,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,1
BreastVariantPleasure,<b>pleasure</b>,Breast Stimulation,2,2,Breast Stimulation,BreastsBusy,,,,,Variant,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,1
BreastVariantRub,<b>rub</b>,Breast Stimulation,2,3,Breast Stimulation,BreastsBusy,,,,,Variant,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,2
BreastVariantCircle,<b>circle</b>,Breast Stimulation,2,4,Breast Stimulation,BreastsBusy,,,,,Variant,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,2
BreastVariantGrope,<b>grope</b>,Breast Stimulation,2,5,Breast Stimulation,BreastsBusy,,,,,Variant,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,1
BreastVariantSqueeze,<b>squeeze</b>,Breast Stimulation,2,6,Breast Stimulation,BreastsBusy,,,,,Variant,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,1
BreastVariantPlay,<b>play with</b>,Breast Stimulation,2,7,Breast Stimulation,BreastsBusy,,,,,Variant,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,2
BreastLocationDefault,[ITS/YOUR/SUBNAME] <b>breasts</b>,Breast Stimulation,3,0,Breast Stimulation,BreastsBusy,"BreastsRight, BreastsLeft",,,M,Location,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,-1
BreastLocationRight,[ITS/YOUR/SUBNAME] <b>right breast</b>,Breast Stimulation,3,1,Breast Stimulation,BreastsBusy,BreastsRight,,,,Location,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,1
BreastLocationLeft,[ITS/YOUR/SUBNAME] <b>left breast</b>,Breast Stimulation,3,2,Breast Stimulation,BreastsBusy,BreastsLeft,,,,Location,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,1
BreastLocationBoth,[ITS/YOUR/SUBNAME] <b>breasts</b>,Breast Stimulation,3,3,Breast Stimulation,BreastsBusy,"BreastsRight, BreastsLeft",,,,Location,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,2
BreastForceDefault,,Breast Stimulation,4,0,Breast Stimulation,BreastsBusy,,,,,Pressure,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,-1
BreastForceLight,<b>lightly</b>,Breast Stimulation,4,1,Breast Stimulation,BreastsBusy,,,,,Pressure,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,0
BreastForceHard,<b>firmly</b>,Breast Stimulation,4,2,Breast Stimulation,BreastsBusy,,,,,Pressure,[INTERACTBREASTSTIMULATION],Breasts,,,,Yes,,,20,-1,3
PainSpeedDefault,,Pain,1,0,Pain,,,,Pain_1_0,,Speed,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainSpeedFast,<b>quickly</b>,Pain,1,1,Pain,,,,Pain_1_0,,Speed,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainSpeedSlow,<b>slowly</b>,Pain,1,2,Pain,,,,Pain_1_0,,Speed,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainVariantDefault,<b>hurt</b>,Pain,2,0,Pain,,,[HAND],Pain_1_0,M,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantGeneric,<b>hurt</b>,Pain,2,1,Pain,,,[HAND],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantSlap,<b>slap</b>,Pain,2,2,Pain,,Back,[HAND],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainVariantSpank,<b>spank</b>,Pain,2,3,Pain,,Back,[HAND],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainVariantFlick,<b>flick</b>,Pain,2,4,Pain,,Back,[HAND],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainVariantScratch,<b>scratch</b>,Pain,2,5,Pain,,Back,[HAND],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainVariantPinch,<b>pinch</b>,Pain,2,6,Pain,,Back,[HAND],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainVariantWhip,<b>whip</b>,Pain,2,7,"Pain, Whip",,Whip,[WHIP],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantCane,<b>cane</b>,Pain,2,8,"Pain, Cane",,Cane,[CANE],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantCrop,<b>crop</b>,Pain,2,9,"Pain, Crop",,Crop,[CROP],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantPaddle,<b>paddle</b>,Pain,2,10,"Pain, Paddle",,"Paddle, Back",[PADDLE],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantRubberBand,snap [ITS/YOUR/THEIR] <b>[RUBBERBANDS]</b> against,Pain,2,11,"Pain, Rubber Bands",,"Rubber Bands, Back",[RUBBERBANDS],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantFlogger,<b>flog</b>,Pain,2,12,"Pain, Flogger",,Flogger,[FLOGGER],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantPoker,<b>poke</b>,Pain,2,13,"Pain, Poker",,"Poker, Back",[POKER],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantPinwheel,<b>pinwheel</b>,Pain,2,14,"Pain, Pinwheel",,"Pinwheel, Back",[PINWHEEL],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantZap,<b>zap</b>,Pain,2,15,"Pain, Zapper",,"Zapper, Back",[ZAPPER],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantToothbrush,<b>toothbrush</b>,Pain,2,16,"Pain, Toothbrush",,"Toothbrush, Back",[TOOTHBRUSH],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantHairbrush,<b>hairbrush</b>,Pain,2,17,"Pain, Hairbrush",,"Hairbrush, Back",[HAIRBRUSH],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantFork,<b>fork</b>,Pain,2,18,"Pain, Fork",,"Fork, Back",[FORK],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantBelt,<b>belt</b>,Pain,2,19,"Pain, Belt",Belt,Belt,[BELT],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainVariantLeash,<b>leash</b>,Pain,2,20,"Pain, Leash",,Leash,[LEASH],Pain_1_0,,Variant,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainLocationDefault,<b>[ITSELF/YOURSELF/SUBNAME]</b>,Pain,3,0,Pain,,,,Pain_1_0,M,Location,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainLocationRightSole,[ITS/YOUR/SUBNAME] <b>right sole</b>,Pain,3,1,Pain,FeetBusy,FeetRight,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainLocationLeftSole,[ITS/YOUR/SUBNAME] <b>left sole</b>,Pain,3,2,Pain,FeetBusy,FeetLeft,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainLocationBothSoles,[ITS/YOUR/SUBNAME] <b>soles</b>,Pain,3,3,Pain,FeetBusy,"FeetRight, FeetLeft",,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainLocationRightThigh,[ITS/YOUR/SUBNAME] <b>right thigh</b>,Pain,3,4,Pain,LegsBusy,ThighsRight,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainLocationLeftThigh,[ITS/YOUR/SUBNAME] <b>left thigh</b>,Pain,3,5,Pain,LegsBusy,ThighsLeft,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainLocationBothThighs,[ITS/YOUR/SUBNAME] <b>thighs</b>,Pain,3,6,Pain,LegsBusy,"ThighsRight, ThighsLeft",,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainLocationRightAssCheek,[ITS/YOUR/SUBNAME] <b>right ass cheek</b>,Pain,3,7,Pain,,AsscheekRight,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainLocationLeftAssCheek,[ITS/YOUR/SUBNAME] <b>left ass cheek</b>,Pain,3,8,Pain,,AsscheekLeft,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainLocationBothAssCheeks,[ITS/YOUR/SUBNAME] <b>ass</b>,Pain,3,9,Pain,,"AsscheekRight, AsscheekLeft",,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainLocationBack,[ITS/YOUR/SUBNAME] <b>back</b>,Pain,3,10,Pain,,Back,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainLocationAbdomen,[ITS/YOUR/SUBNAME] <b>abdomen</b>,Pain,3,11,Pain,,Abdomen,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainLocationChest,[ITS/YOUR/SUBNAME] <b>chest</b>,Pain,3,12,Pain,,Chest,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainLocationGeneric,<b>[ITSELF/YOURSELF/SUBNAME]</b>,Pain,3,13,Pain,,,,Pain_1_0,,Location,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
PainForceDefault,,Pain,4,0,Pain,,,,Pain_1_0,,Force,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainForceLight,<b>lightly</b>,Pain,4,1,Pain,,,,Pain_1_0,,Force,[INTERACTPAIN],Pain,,,Yes,Yes,,,40,-1,-1
PainForceHard,<b>harshly</b>,Pain,4,2,Pain,,,,Pain_2_0,,Force,[INTERACTPAIN],Pain,,,Yes,,,,40,-1,-1
CBTCockSpeedDefault,,Cock Torture,1,0,CBT: Cock,PenisBusy,,,Pain_1_0,,Speed,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockSpeedFast,<b>quickly</b>,Cock Torture,1,1,CBT: Cock,PenisBusy,,,Pain_1_0,,Speed,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockSpeedSlow,<b>slowly</b>,Cock Torture,1,2,CBT: Cock,PenisBusy,,,Pain_1_0,,Speed,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockVariantDefault,<b>hurt</b>,Cock Torture,2,0,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,M,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockVariantGeneric,<b>hurt</b>,Cock Torture,2,1,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockVariantSqueeze,<b>squeeze</b>,Cock Torture,2,2,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockVariantPunch,<b>punch</b>,Cock Torture,2,3,CBT: Cock,PenisBusy,,[HAND],Pain_3_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantPull,<b>pull</b>,Cock Torture,2,4,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockVariantTwist,<b>twist</b>,Cock Torture,2,5,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantSlap,<b>slap</b>,Cock Torture,2,6,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockVariantSpank,<b>spank</b>,Cock Torture,2,7,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockVariantFlick,<b>flick</b>,Cock Torture,2,8,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockVariantScratch,<b>scratch</b>,Cock Torture,2,9,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantPinch,<b>pinch</b>,Cock Torture,2,10,CBT: Cock,PenisBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantWhip,<b>whip</b>,Cock Torture,2,11,"CBT: Cock, Whip",PenisBusy,Whip,[WHIP],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantCane,<b>cane</b>,Cock Torture,2,12,"CBT: Cock, Cane",PenisBusy,Cane,[CANE],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantCrop,<b>crop</b>,Cock Torture,2,13,"CBT: Cock, Crop",PenisBusy,Crop,[CROP],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantPaddle,<b>paddle</b>,Cock Torture,2,14,"CBT: Cock, Paddle",PenisBusy,Paddle,[PADDLE],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantRubberBand,snap [ITS/YOUR/THEIR] <b>[RUBBERBANDS]</b> against,Cock Torture,2,15,"CBT: Cock, Rubber Bands",PenisBusy,Rubber Bands,[RUBBERBANDS],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantFlogger,<b>flog</b>,Cock Torture,2,16,"CBT: Cock, Flogger",PenisBusy,Flogger,[FLOGGER],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantPoker,<b>poke</b>,Cock Torture,2,17,"CBT: Cock, Poker",PenisBusy,Poker,[POKER],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantPinwheel,<b>pinwheel</b>,Cock Torture,2,18,"CBT: Cock, Pinwheel",PenisBusy,Pinwheel,[PINWHEEL],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantZap,<b>zap</b>,Cock Torture,2,19,"CBT: Cock, Zapper",PenisBusy,Zapper,[ZAPPER],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantToothbrush,<b>toothbrush</b>,Cock Torture,2,20,"CBT: Cock, Toothbrush",PenisBusy,Toothbrush,[TOOTHBRUSH],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantHairbrush,<b>hairbrush</b>,Cock Torture,2,21,"CBT: Cock, Hairbrush",PenisBusy,Hairbrush,[HAIRBRUSH],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantFork,<b>fork</b>,Cock Torture,2,22,"CBT: Cock, Fork",PenisBusy,Fork,[FORK],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantBelt,<b>belt</b>,Cock Torture,2,23,"CBT: Cock, Belt","PenisBusy, Belt",Belt,[BELT],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockVariantLeash,<b>leash</b>,Cock Torture,2,24,"CBT: Cock, Leash",PenisBusy,Leash,[LEASH],Pain_1_0,,Variant,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,,,,60,-1,-1
CBTCockLocationDefault,[ITS/YOUR/SUBNAME] <b>cock</b>,Cock Torture,3,0,CBT: Cock,PenisBusy,"DickHead, DickShaft",,Pain_1_0,M,Location,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockLocationGlans,the <b>head</b> of [ITS/YOUR/SUBNAME] <b>cock</b>,Cock Torture,3,1,CBT: Cock,PenisBusy,DickHead,,Pain_1_0,,Location,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockLocationShaft,the <b>shaft</b> of [ITS/YOUR/SUBNAME] <b>cock</b>,Cock Torture,3,2,CBT: Cock,PenisBusy,DickShaft,,Pain_1_0,,Location,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockLocationWholeCock,[ITS/YOUR/SUBNAME] <b>cock</b>,Cock Torture,3,3,CBT: Cock,PenisBusy,"DickHead, DickShaft",,Pain_1_0,,Location,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockForceDefault,,Cock Torture,4,0,CBT: Cock,PenisBusy,,,Pain_1_0,,Force,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockForceLight,<b>lightly</b>,Cock Torture,4,1,CBT: Cock,PenisBusy,,,Pain_1_0,,Force,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTCockForceHard,<b>harshly</b>,Cock Torture,4,2,CBT: Cock,PenisBusy,,,Pain_2_0,,Force,[INTERACTCBTCOCK],"Pain, Penis",,,Yes,Yes,,,60,-1,-1
CBTBallsSpeedDefault,,Balls Torture,1,0,CBT: Balls,BallsBusy,,,Pain_1_0,,Speed,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,Yes,,,60,-1,-1
CBTBallsSpeedFast,<b>quickly</b>,Balls Torture,1,1,CBT: Balls,BallsBusy,,,Pain_1_0,,Speed,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,Yes,,,60,-1,-1
CBTBallsSpeedSlow,<b>slowly</b>,Balls Torture,1,2,CBT: Balls,BallsBusy,,,Pain_1_0,,Speed,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,Yes,,,60,-1,-1
CBTBallsVariantDefault,<b>hurt</b>,Balls Torture,2,0,CBT: Balls,BallsBusy,,[HAND],Pain_1_0,M,Variant,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,Yes,,,60,-1,-1
CBTBallsVariantGeneric,<b>hurt</b>,Balls Torture,2,1,CBT: Balls,BallsBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,Yes,,,60,-1,-1
CBTBallsVariantSqueeze,<b>squeeze</b>,Balls Torture,2,2,CBT: Balls,BallsBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,Yes,,,60,-1,-1
CBTBallsVariantPunch,<b>punch</b>,Balls Torture,2,3,CBT: Balls,BallsBusy,,[HAND],Pain_3_0,,Variant,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,,,,60,-1,-1
CBTBallsVariantPull,<b>pull</b>,Balls Torture,2,4,CBT: Balls,BallsBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,Yes,,,60,-1,-1
CBTBallsVariantTwist,<b>twist</b>,Balls Torture,2,5,CBT: Balls,BallsBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,,,,60,-1,-1
CBTBallsVariantSlap,<b>slap</b>,Balls Torture,2,6,CBT: Balls,BallsBusy,,[HAND],Pain_1_0,,Variant,[INTERACTCBTBALLS],"Pain, Balls",,,Yes,Yes,,,60,-1,-1
